Route_ID,From_Province,To_Province,Transport_Type,Avg_Price_EGP,Distance_KM,Avg_Duration_Hours,Frequency,Company_Name,Notes
486,Red Sea,Aswan,Metro,168,761,12.24,Every 10 mins,Cairo Metro Authority,Metro service between Red Sea and Aswan
487,Red Sea,New Valley,Metro,46,234,3.92,Every 10 mins,Cairo Metro Authority,Metro service between Red Sea and New Valley
488,Red Sea,Matrouh,River Transport,404,506,18.26,Every 1-2 hours,Nile Transport Co.,River Transport service between Red Sea and Matrouh
489,Red Sea,North Sinai,Flight,1086,437,0.95,1-4 times daily,Air Cairo,Flight service between Red Sea and North Sinai
490,Red Sea,South Sinai,Flight,1717,681,1.89,1-4 times daily,EgyptAir,Flight service between Red Sea and South Sinai
491,Red Sea,Port Said,Bus,214,587,18.37,Hourly,Go Bus,Bus service between Red Sea and Port Said
492,Red Sea,Suez,Taxi,218,110,3.06,On Demand,Local Taxi,Taxi service between Red Sea and Suez
493,Red Sea,Ismailia,Train,244,431,8.96,2-3 times daily,Egyptian Railways,Train service between Red Sea and Ismailia
494,Red Sea,Damietta,Bus,55,107,3.51,Hourly,Super Jet,Bus service between Red Sea and Damietta
495,New Valley,Cairo,Flight,2003,798,2.09,1-4 times daily,Nile Air,Flight service between New Valley and Cairo
496,New Valley,Giza,Bus,255,638,19.81,Hourly,Super Jet,Bus service between New Valley and Giza
497,New Valley,Alexandria,Flight,2086,839,2.09,1-4 times daily,Air Cairo,Flight service between New Valley and Alexandria
498,New Valley,Qalyubia,Metro,139,766,12.2,Every 10 mins,Cairo Metro Authority,Metro service between New Valley and Qalyubia
499,New Valley,Sharqia,Taxi,973,479,12.72,On Demand,Uber,Taxi service between New Valley and Sharqia
500,New Valley,Dakahlia,Train,386,667,13.97,2-3 times daily,Egyptian Railways,Train service between New Valley and Dakahlia
501,New Valley,Beheira,Train,189,303,6.73,2-3 times daily,Egyptian Railways,Train service between New Valley and Beheira
502,New Valley,Kafr El Sheikh,Bus,179,472,14.45,Hourly,Go Bus,Bus service between New Valley and Kafr El Sheikh
503,New Valley,Gharbia,River Transport,500,636,22.67,Every 1-2 hours,Nile Transport Co.,River Transport service between New Valley and Gharbia
504,New Valley,Monufia,Flight,371,156,0.98,1-4 times daily,EgyptAir,Flight service between New Valley and Monufia
505,New Valley,Fayoum,Metro,64,242,4.48,Every 10 mins,Cairo Metro Authority,Metro service between New Valley and Fayoum
506,New Valley,Beni Suef,Taxi,1035,509,13.64,On Demand,Local Taxi,Taxi service between New Valley and Beni Suef
507,New Valley,Minya,River Transport,96,132,5.31,Every 1-2 hours,Nile Transport Co.,River Transport service between New Valley and Minya
508,New Valley,Assiut,Flight,1309,530,1.53,1-4 times daily,Air Cairo,Flight service between New Valley and Assiut
509,New Valley,Sohag,Flight,927,363,0.84,1-4 times daily,Air Cairo,Flight service between New Valley and Sohag
510,New Valley,Qena,Train,326,560,11.65,2-3 times daily,Egyptian Railways,Train service between New Valley and Qena
511,New Valley,Luxor,River Transport,252,334,12.61,Every 1-2 hours,Nile Transport Co.,River Transport service between New Valley and Luxor
512,New Valley,Aswan,Car Rental,825,547,11.2,On Demand,Sixt,Car Rental service between New Valley and Aswan
513,New Valley,Red Sea,Train,239,400,8.16,2-3 times daily,Egyptian Railways,Train service between New Valley and Red Sea
514,New Valley,Matrouh,Flight,977,387,0.84,1-4 times daily,Air Cairo,Flight service between New Valley and Matrouh
515,New Valley,North Sinai,Train,296,528,11.44,2-3 times daily,Egyptian Railways,Train service between New Valley and North Sinai
516,New Valley,South Sinai,Car Rental,1324,889,18.45,On Demand,Budget,Car Rental service between New Valley and South Sinai
517,New Valley,Port Said,Metro,11,108,1.8,Every 10 mins,Cairo Metro Authority,Metro service between New Valley and Port Said
518,New Valley,Suez,Flight,563,229,0.49,1-4 times daily,Air Cairo,Flight service between New Valley and Suez
519,New Valley,Ismailia,River Transport,333,428,15.54,Every 1-2 hours,Nile Transport Co.,River Transport service between New Valley and Ismailia
520,New Valley,Damietta,River Transport,468,596,21.76,Every 1-2 hours,Nile Transport Co.,River Transport service between New Valley and Damietta
521,Matrouh,Cairo,Taxi,1153,586,14.76,On Demand,Local Taxi,Taxi service between Matrouh and Cairo
522,Matrouh,Giza,Train,286,481,10.25,2-3 times daily,Egyptian Railways,Train service between Matrouh and Giza
523,Matrouh,Alexandria,Bus,255,621,18.94,Hourly,Go Bus,Bus service between Matrouh and Alexandria
524,Matrouh,Qalyubia,Taxi,1781,890,23.05,On Demand,Uber,Taxi service between Matrouh and Qalyubia
525,Matrouh,Sharqia,Taxi,728,371,10.27,On Demand,Uber,Taxi service between Matrouh and Sharqia
526,Matrouh,Dakahlia,Taxi,817,406,10.64,On Demand,Local Taxi,Taxi service between Matrouh and Dakahlia
527,Matrouh,Beheira,Train,494,824,17,2-3 times daily,Egyptian Railways,Train service between Matrouh and Beheira
528,Matrouh,Kafr El Sheikh,River Transport,187,226,8.57,Every 1-2 hours,Nile Transport Co.,River Transport service between Matrouh and Kafr El Sheikh
529,Matrouh,Gharbia,River Transport,681,853,30.85,Every 1-2 hours,Nile Transport Co.,River Transport service between Matrouh and Gharbia
530,Matrouh,Monufia,Taxi,883,445,11.42,On Demand,Careem,Taxi service between Matrouh and Monufia
531,Matrouh,Fayoum,Train,187,316,6.46,2-3 times daily,Egyptian Railways,Train service between Matrouh and Fayoum
532,Matrouh,Beni Suef,River Transport,347,427,15.48,Every 1-2 hours,Nile Transport Co.,River Transport service between Matrouh and Beni Suef
533,Matrouh,Minya,River Transport,471,600,21.92,Every 1-2 hours,Nile Transport Co.,River Transport service between Matrouh and Minya
534,Matrouh,Assiut,Metro,168,798,12.44,Every 10 mins,Cairo Metro Authority,Metro service between Matrouh and Assiut
535,Matrouh,Sohag,Train,308,496,10.23,2-3 times daily,Egyptian Railways,Train service between Matrouh and Sohag
536,Matrouh,Qena,Train,368,648,13.82,2-3 times daily,Egyptian Railways,Train service between Matrouh and Qena
537,Matrouh,Luxor,Train,314,531,11.27,2-3 times daily,Egyptian Railways,Train service between Matrouh and Luxor
538,Matrouh,Aswan,Bus,227,615,19.31,Hourly,Super Jet,Bus service between Matrouh and Aswan
539,Matrouh,Red Sea,Metro,131,699,11.29,Every 10 mins,Cairo Metro Authority,Metro service between Matrouh and Red Sea
540,Matrouh,New Valley,Bus,113,319,10.4,Hourly,Super Jet,Bus service between Matrouh and New Valley
541,Matrouh,North Sinai,Bus,281,681,20.8,Hourly,Go Bus,Bus service between Matrouh and North Sinai
542,Matrouh,South Sinai,River Transport,475,569,20.27,Every 1-2 hours,Nile Transport Co.,River Transport service between Matrouh and South Sinai
543,Matrouh,Port Said,Car Rental,904,596,12.17,On Demand,Sixt,Car Rental service between Matrouh and Port Said
544,Matrouh,Suez,Metro,101,438,7.35,Every 10 mins,Cairo Metro Authority,Metro service between Matrouh and Suez
545,Matrouh,Ismailia,River Transport,682,857,30.82,Every 1-2 hours,Nile Transport Co.,River Transport service between Matrouh and Ismailia
546,Matrouh,Damietta,River Transport,117,137,5.59,Every 1-2 hours,Nile Transport Co.,River Transport service between Matrouh and Damietta
547,North Sinai,Cairo,Flight,1978,789,2.11,1-4 times daily,Nile Air,Flight service between North Sinai and Cairo
548,North Sinai,Giza,River Transport,721,879,31.56,Every 1-2 hours,Nile Transport Co.,River Transport service between North Sinai and Giza
549,North Sinai,Alexandria,Bus,199,485,15.1,Hourly,Super Jet,Bus service between North Sinai and Alexandria
550,North Sinai,Qalyubia,Metro,140,678,10.43,Every 10 mins,Cairo Metro Authority,Metro service between North Sinai and Qalyubia
551,North Sinai,Sharqia,River Transport,378,497,18.3,Every 1-2 hours,Nile Transport Co.,River Transport service between North Sinai and Sharqia
552,North Sinai,Dakahlia,Bus,239,645,20.07,Hourly,Super Jet,Bus service between North Sinai and Dakahlia
553,North Sinai,Beheira,Metro,110,535,8.7,Every 10 mins,Cairo Metro Authority,Metro service between North Sinai and Beheira
554,North Sinai,Kafr El Sheikh,Metro,156,705,11.45,Every 10 mins,Cairo Metro Authority,Metro service between North Sinai and Kafr El Sheikh
555,North Sinai,Gharbia,Train,537,868,18.31,2-3 times daily,Egyptian Railways,Train service between North Sinai and Gharbia
556,North Sinai,Monufia,Metro,152,778,11.95,Every 10 mins,Cairo Metro Authority,Metro service between North Sinai and Monufia
557,North Sinai,Fayoum,Metro,82,336,5.99,Every 10 mins,Cairo Metro Authority,Metro service between North Sinai and Fayoum
558,North Sinai,Beni Suef,Taxi,1474,740,18.91,On Demand,Uber,Taxi service between North Sinai and Beni Suef
559,North Sinai,Minya,Taxi,1446,721,18.34,On Demand,Local Taxi,Taxi service between North Sinai and Minya
560,North Sinai,Assiut,Car Rental,680,445,9.43,On Demand,Sixt,Car Rental service between North Sinai and Assiut
561,North Sinai,Sohag,Train,458,744,15.63,2-3 times daily,Egyptian Railways,Train service between North Sinai and Sohag
562,North Sinai,Qena,Flight,1231,498,1.21,1-4 times daily,EgyptAir,Flight service between North Sinai and Qena
563,North Sinai,Luxor,Bus,312,809,24.81,Hourly,Go Bus,Bus service between North Sinai and Luxor
564,North Sinai,Aswan,River Transport,190,248,9.64,Every 1-2 hours,Nile Transport Co.,River Transport service between North Sinai and Aswan
565,North Sinai,Red Sea,Train,511,862,18.23,2-3 times daily,Egyptian Railways,Train service between North Sinai and Red Sea
566,North Sinai,New Valley,Bus,291,764,23.37,Hourly,Go Bus,Bus service between North Sinai and New Valley
567,North Sinai,Matrouh,Flight,1415,571,1.53,1-4 times daily,Air Cairo,Flight service between North Sinai and Matrouh
568,North Sinai,South Sinai,Train,319,529,10.8,2-3 times daily,Egyptian Railways,Train service between North Sinai and South Sinai
569,North Sinai,Port Said,Train,114,172,3.96,2-3 times daily,Egyptian Railways,Train service between North Sinai and Port Said
570,North Sinai,Suez,Car Rental,336,235,5.04,On Demand,Avis,Car Rental service between North Sinai and Suez
571,North Sinai,Ismailia,Train,146,241,5.45,2-3 times daily,Egyptian Railways,Train service between North Sinai and Ismailia
572,North Sinai,Damietta,Bus,187,478,14.46,Hourly,Go Bus,Bus service between North Sinai and Damietta
573,South Sinai,Cairo,Bus,363,860,26.54,Hourly,Super Jet,Bus service between South Sinai and Cairo
574,South Sinai,Giza,Metro,98,432,6.83,Every 10 mins,Cairo Metro Authority,Metro service between South Sinai and Giza
575,South Sinai,Alexandria,River Transport,673,836,29.45,Every 1-2 hours,Nile Transport Co.,River Transport service between South Sinai and Alexandria
576,South Sinai,Qalyubia,River Transport,94,101,3.85,Every 1-2 hours,Nile Transport Co.,River Transport service between South Sinai and Qalyubia
577,South Sinai,Sharqia,Taxi,868,426,11.1,On Demand,Careem,Taxi service between South Sinai and Sharqia
578,South Sinai,Dakahlia,Metro,53,279,5.14,Every 10 mins,Cairo Metro Authority,Metro service between South Sinai and Dakahlia
579,South Sinai,Beheira,Car Rental,891,605,12.59,On Demand,Sixt,Car Rental service between South Sinai and Beheira
580,South Sinai,Kafr El Sheikh,Taxi,904,451,11.92,On Demand,Uber,Taxi service between South Sinai and Kafr El Sheikh
581,South Sinai,Gharbia,Metro,143,655,10.05,Every 10 mins,Cairo Metro Authority,Metro service between South Sinai and Gharbia
582,South Sinai,Monufia,Bus,80,176,5.5,Hourly,Super Jet,Bus service between South Sinai and Monufia
583,South Sinai,Fayoum,Train,219,360,7.8,2-3 times daily,Egyptian Railways,Train service between South Sinai and Fayoum
584,South Sinai,Beni Suef,Car Rental,1135,754,15.72,On Demand,Avis,Car Rental service between South Sinai and Beni Suef
585,South Sinai,Minya,Metro,144,652,10.13,Every 10 mins,Cairo Metro Authority,Metro service between South Sinai and Minya
586,South Sinai,Assiut,Metro,73,350,5.4,Every 10 mins,Cairo Metro Authority,Metro service between South Sinai and Assiut
587,South Sinai,Sohag,Car Rental,524,350,7.27,On Demand,Avis,Car Rental service between South Sinai and Sohag
588,South Sinai,Qena,Bus,296,753,23.27,Hourly,Super Jet,Bus service between South Sinai and Qena
589,South Sinai,Luxor,Bus,311,826,25.62,Hourly,Super Jet,Bus service between South Sinai and Luxor
590,South Sinai,Aswan,Bus,157,390,11.99,Hourly,Super Jet,Bus service between South Sinai and Aswan
591,South Sinai,Red Sea,Car Rental,1156,783,15.93,On Demand,Avis,Car Rental service between South Sinai and Red Sea
592,South Sinai,New Valley,Taxi,532,275,7.24,On Demand,Local Taxi,Taxi service between South Sinai and New Valley
593,South Sinai,Matrouh,River Transport,129,162,5.78,Every 1-2 hours,Nile Transport Co.,River Transport service between South Sinai and Matrouh
594,South Sinai,North Sinai,River Transport,611,788,28.42,Every 1-2 hours,Nile Transport Co.,River Transport service between South Sinai and North Sinai
595,South Sinai,Port Said,Flight,2158,864,2.21,1-4 times daily,Nile Air,Flight service between South Sinai and Port Said
596,South Sinai,Suez,River Transport,117,123,4.93,Every 1-2 hours,Nile Transport Co.,River Transport service between South Sinai and Suez
597,South Sinai,Ismailia,Metro,154,672,10.81,Every 10 mins,Cairo Metro Authority,Metro service between South Sinai and Ismailia
598,South Sinai,Damietta,Car Rental,280,190,4.58,On Demand,Avis,Car Rental service between South Sinai and Damietta
599,Port Said,Cairo,River Transport,296,355,13.22,Every 1-2 hours,Nile Transport Co.,River Transport service between Port Said and Cairo
600,Port Said,Giza,River Transport,381,459,16.88,Every 1-2 hours,Nile Transport Co.,River Transport service between Port Said and Giza
601,Port Said,Alexandria,Bus,47,111,3.99,Hourly,Go Bus,Bus service between Port Said and Alexandria
602,Port Said,Qalyubia,Flight,1999,804,1.43,1-4 times daily,EgyptAir,Flight service between Port Said and Qalyubia
603,Port Said,Sharqia,Train,180,303,6.74,2-3 times daily,Egyptian Railways,Train service between Port Said and Sharqia
604,Port Said,Dakahlia,Train,239,372,7.67,2-3 times daily,Egyptian Railways,Train service between Port Said and Dakahlia
605,Port Said,Beheira,River Transport,300,353,13.04,Every 1-2 hours,Nile Transport Co.,River Transport service between Port Said and Beheira
606,Port Said,Kafr El Sheikh,Bus,46,123,4.65,Hourly,Go Bus,Bus service between Port Said and Kafr El Sheikh
607,Port Said,Gharbia,Train,180,286,6.52,2-3 times daily,Egyptian Railways,Train service between Port Said and Gharbia
608,Port Said,Monufia,River Transport,439,568,20.08,Every 1-2 hours,Nile Transport Co.,River Transport service between Port Said and Monufia
609,Port Said,Fayoum,River Transport,627,759,26.8,Every 1-2 hours,Nile Transport Co.,River Transport service between Port Said and Fayoum
610,Port Said,Beni Suef,Car Rental,611,410,8.72,On Demand,Sixt,Car Rental service between Port Said and Beni Suef
611,Port Said,Minya,Taxi,538,271,7.1,On Demand,Local Taxi,Taxi service between Port Said and Minya
612,Port Said,Assiut,Metro,80,338,5.43,Every 10 mins,Cairo Metro Authority,Metro service between Port Said and Assiut
613,Port Said,Sohag,Metro,11,109,2.5,Every 10 mins,Cairo Metro Authority,Metro service between Port Said and Sohag
614,Port Said,Qena,Taxi,1383,693,17.58,On Demand,Local Taxi,Taxi service between Port Said and Qena
615,Port Said,Luxor,Flight,1740,700,1.39,1-4 times daily,Air Cairo,Flight service between Port Said and Luxor
616,Port Said,Aswan,Metro,75,319,5.18,Every 10 mins,Cairo Metro Authority,Metro service between Port Said and Aswan
617,Port Said,Red Sea,Taxi,620,318,8.25,On Demand,Uber,Taxi service between Port Said and Red Sea
618,Port Said,New Valley,River Transport,665,838,30.18,Every 1-2 hours,Nile Transport Co.,River Transport service between Port Said and New Valley
619,Port Said,Matrouh,Train,230,388,8.18,2-3 times daily,Egyptian Railways,Train service between Port Said and Matrouh
620,Port Said,North Sinai,Train,269,452,9.69,2-3 times daily,Egyptian Railways,Train service between Port Said and North Sinai
621,Port Said,South Sinai,Metro,159,846,13.65,Every 10 mins,Cairo Metro Authority,Metro service between Port Said and South Sinai
622,Port Said,Suez,Train,230,388,8.12,2-3 times daily,Egyptian Railways,Train service between Port Said and Suez
623,Port Said,Ismailia,Train,426,704,14.92,2-3 times daily,Egyptian Railways,Train service between Port Said and Ismailia
624,Port Said,Damietta,River Transport,621,786,27.99,Every 1-2 hours,Nile Transport Co.,River Transport service between Port Said and Damietta
625,Suez,Cairo,Flight,2197,882,2.24,1-4 times daily,EgyptAir,Flight service between Suez and Cairo
626,Suez,Giza,Flight,874,345,0.97,1-4 times daily,Nile Air,Flight service between Suez and Giza
627,Suez,Alexandria,Flight,1330,533,0.92,1-4 times daily,EgyptAir,Flight service between Suez and Alexandria
628,Suez,Qalyubia,Car Rental,804,548,11.17,On Demand,Sixt,Car Rental service between Suez and Qalyubia
629,Suez,Sharqia,River Transport,613,790,27.83,Every 1-2 hours,Nile Transport Co.,River Transport service between Suez and Sharqia
630,Suez,Dakahlia,River Transport,307,385,13.89,Every 1-2 hours,Nile Transport Co.,River Transport service between Suez and Dakahlia
631,Suez,Beheira,Car Rental,384,268,6.3,On Demand,Budget,Car Rental service between Suez and Beheira
632,Suez,Kafr El Sheikh,Metro,79,407,6.81,Every 10 mins,Cairo Metro Authority,Metro service between Suez and Kafr El Sheikh
633,Suez,Gharbia,Bus,289,711,21.55,Hourly,Super Jet,Bus service between Suez and Gharbia
634,Suez,Monufia,Flight,1826,732,1.48,1-4 times daily,Air Cairo,Flight service between Suez and Monufia
635,Suez,Fayoum,Train,73,144,3.18,2-3 times daily,Egyptian Railways,Train service between Suez and Fayoum
636,Suez,Beni Suef,Metro,146,750,12.21,Every 10 mins,Cairo Metro Authority,Metro service between Suez and Beni Suef
637,Suez,Minya,Car Rental,1031,684,14.25,On Demand,Budget,Car Rental service between Suez and Minya
638,Suez,Assiut,Flight,1626,650,1.35,1-4 times daily,Nile Air,Flight service between Suez and Assiut
639,Suez,Sohag,Taxi,1311,660,17.08,On Demand,Uber,Taxi service between Suez and Sohag
640,Suez,Qena,Train,232,401,8.4,2-3 times daily,Egyptian Railways,Train service between Suez and Qena
641,Suez,Luxor,River Transport,689,840,29.85,Every 1-2 hours,Nile Transport Co.,River Transport service between Suez and Luxor
642,Suez,Aswan,Metro,78,419,6.81,Every 10 mins,Cairo Metro Authority,Metro service between Suez and Aswan
643,Suez,Red Sea,River Transport,339,430,15.78,Every 1-2 hours,Nile Transport Co.,River Transport service between Suez and Red Sea
644,Suez,New Valley,Bus,75,197,6.81,Hourly,Go Bus,Bus service between Suez and New Valley
645,Suez,Matrouh,Taxi,538,259,7.09,On Demand,Uber,Taxi service between Suez and Matrouh
646,Suez,North Sinai,Flight,1983,799,1.59,1-4 times daily,EgyptAir,Flight service between Suez and North Sinai
647,Suez,South Sinai,Bus,238,622,19.15,Hourly,Super Jet,Bus service between Suez and South Sinai
648,Suez,Port Said,Taxi,938,478,12.1,On Demand,Careem,Taxi service between Suez and Port Said
649,Suez,Ismailia,Bus,69,224,6.87,Hourly,Go Bus,Bus service between Suez and Ismailia
650,Suez,Damietta,Train,144,229,5.43,2-3 times daily,Egyptian Railways,Train service between Suez and Damietta
651,Ismailia,Cairo,Flight,2056,817,1.35,1-4 times daily,EgyptAir,Flight service between Ismailia and Cairo
652,Ismailia,Giza,Car Rental,956,644,13.03,On Demand,Budget,Car Rental service between Ismailia and Giza
653,Ismailia,Alexandria,River Transport,191,244,8.91,Every 1-2 hours,Nile Transport Co.,River Transport service between Ismailia and Alexandria
654,Ismailia,Qalyubia,Train,339,591,12.77,2-3 times daily,Egyptian Railways,Train service between Ismailia and Qalyubia
655,Ismailia,Sharqia,River Transport,612,763,27.38,Every 1-2 hours,Nile Transport Co.,River Transport service between Ismailia and Sharqia
656,Ismailia,Dakahlia,Car Rental,829,566,11.51,On Demand,Budget,Car Rental service between Ismailia and Dakahlia
657,Ismailia,Beheira,Train,511,856,17.45,2-3 times daily,Egyptian Railways,Train service between Ismailia and Beheira
658,Ismailia,Kafr El Sheikh,Taxi,830,423,11.53,On Demand,Careem,Taxi service between Ismailia and Kafr El Sheikh
659,Ismailia,Gharbia,Bus,362,880,26.56,Hourly,Go Bus,Bus service between Ismailia and Gharbia
660,Ismailia,Monufia,Metro,81,395,6.92,Every 10 mins,Cairo Metro Authority,Metro service between Ismailia and Monufia
661,Ismailia,Fayoum,Train,436,753,15.39,2-3 times daily,Egyptian Railways,Train service between Ismailia and Fayoum
662,Ismailia,Beni Suef,Bus,364,891,27.02,Hourly,Super Jet,Bus service between Ismailia and Beni Suef
663,Ismailia,Minya,Metro,104,498,7.88,Every 10 mins,Cairo Metro Authority,Metro service between Ismailia and Minya
664,Ismailia,Assiut,Flight,1946,781,1.75,1-4 times daily,EgyptAir,Flight service between Ismailia and Assiut
665,Ismailia,Sohag,Metro,87,413,6.82,Every 10 mins,Cairo Metro Authority,Metro service between Ismailia and Sohag
666,Ismailia,Qena,Car Rental,1324,896,18.59,On Demand,Avis,Car Rental service between Ismailia and Qena
667,Ismailia,Luxor,Flight,1726,685,1.13,1-4 times daily,Air Cairo,Flight service between Ismailia and Luxor
668,Ismailia,Aswan,Bus,319,832,25.87,Hourly,Go Bus,Bus service between Ismailia and Aswan
669,Ismailia,Red Sea,Taxi,505,247,7.11,On Demand,Careem,Taxi service between Ismailia and Red Sea
670,Ismailia,New Valley,Metro,74,328,5.05,Every 10 mins,Cairo Metro Authority,Metro service between Ismailia and New Valley
671,Ismailia,Matrouh,Taxi,551,283,7.44,On Demand,Careem,Taxi service between Ismailia and Matrouh
672,Ismailia,North Sinai,Train,116,174,4.03,2-3 times daily,Egyptian Railways,Train service between Ismailia and North Sinai
673,Ismailia,South Sinai,Car Rental,1105,733,15.03,On Demand,Avis,Car Rental service between Ismailia and South Sinai
674,Ismailia,Port Said,Bus,252,676,20.82,Hourly,Super Jet,Bus service between Ismailia and Port Said
675,Ismailia,Suez,Train,423,700,14.35,2-3 times daily,Egyptian Railways,Train service between Ismailia and Suez
676,Ismailia,Damietta,Bus,130,299,9.81,Hourly,Go Bus,Bus service between Ismailia and Damietta
677,Damietta,Cairo,Car Rental,492,330,6.81,On Demand,Sixt,Car Rental service between Damietta and Cairo
678,Damietta,Giza,River Transport,291,377,14.17,Every 1-2 hours,Nile Transport Co.,River Transport service between Damietta and Giza
679,Damietta,Alexandria,Train,523,846,17.04,2-3 times daily,Egyptian Railways,Train service between Damietta and Alexandria
680,Damietta,Qalyubia,Taxi,1164,589,14.96,On Demand,Local Taxi,Taxi service between Damietta and Qalyubia
681,Damietta,Sharqia,Bus,161,358,11.69,Hourly,Super Jet,Bus service between Damietta and Sharqia
682,Damietta,Dakahlia,Train,226,348,7.72,2-3 times daily,Egyptian Railways,Train service between Damietta and Dakahlia
683,Damietta,Beheira,River Transport,480,609,22.24,Every 1-2 hours,Nile Transport Co.,River Transport service between Damietta and Beheira
684,Damietta,Kafr El Sheikh,River Transport,374,456,16.17,Every 1-2 hours,Nile Transport Co.,River Transport service between Damietta and Kafr El Sheikh
685,Damietta,Gharbia,River Transport,176,202,7.41,Every 1-2 hours,Nile Transport Co.,River Transport service between Damietta and Gharbia
686,Damietta,Monufia,Car Rental,822,536,10.94,On Demand,Avis,Car Rental service between Damietta and Monufia
687,Damietta,Fayoum,Taxi,1712,861,21.94,On Demand,Careem,Taxi service between Damietta and Fayoum
688,Damietta,Beni Suef,Taxi,1473,730,18.54,On Demand,Careem,Taxi service between Damietta and Beni Suef
689,Damietta,Minya,Taxi,1098,541,14.2,On Demand,Careem,Taxi service between Damietta and Minya
690,Damietta,Assiut,Taxi,474,246,6.43,On Demand,Uber,Taxi service between Damietta and Assiut
691,Damietta,Sohag,Metro,93,479,8.02,Every 10 mins,Cairo Metro Authority,Metro service between Damietta and Sohag
692,Damietta,Qena,Train,488,842,17.49,2-3 times daily,Egyptian Railways,Train service between Damietta and Qena
693,Damietta,Luxor,Train,456,762,15.7,2-3 times daily,Egyptian Railways,Train service between Damietta and Luxor
694,Damietta,Aswan,Taxi,228,113,3.42,On Demand,Careem,Taxi service between Damietta and Aswan
695,Damietta,Red Sea,River Transport,115,167,6.01,Every 1-2 hours,Nile Transport Co.,River Transport service between Damietta and Red Sea
696,Damietta,New Valley,Train,130,213,4.41,2-3 times daily,Egyptian Railways,Train service between Damietta and New Valley
697,Damietta,Matrouh,Bus,345,816,24.73,Hourly,Go Bus,Bus service between Damietta and Matrouh
698,Damietta,North Sinai,Taxi,1519,756,19.85,On Demand,Careem,Taxi service between Damietta and North Sinai
699,Damietta,South Sinai,River Transport,689,887,31.27,Every 1-2 hours,Nile Transport Co.,River Transport service between Damietta and South Sinai
700,Damietta,Port Said,Train,260,459,9.65,2-3 times daily,Egyptian Railways,Train service between Damietta and Port Said
701,Damietta,Suez,River Transport,694,852,30.12,Every 1-2 hours,Nile Transport Co.,River Transport service between Damietta and Suez
702,Damietta,Ismailia,Train,427,704,14.41,2-3 times daily,Egyptian Railways,Train service between Damietta and Ismailia
